ime,kategorija 
One Piece Pirate Warriors 3.html,Controller
One Piece Pirate Warriors 3.html,Great Soundtrack
One Piece Pirate Warriors 3.html,Open World
One Piece Pirate Warriors 3.html,Strategy
One Way Heroics.html,RPG
One Way Heroics.html,Rogue-like
One Way Heroics.html,Indie
One Way Heroics.html,JRPG
One Way Heroics.html,2D
One Way Heroics.html,Anime
One Way Heroics.html,Turn-Based
One Way Heroics.html,Rogue-lite
One Way Heroics.html,Procedural Generation
One Way Heroics.html,Singleplayer
One Way Heroics.html,Great Soundtrack
One Way Heroics.html,Pixel Graphics
One Way Heroics.html,Perma Death
One Way Heroics.html,Fantasy
One Way Heroics.html,Adventure
One Way Heroics.html,RPGMaker
One Way Heroics.html,Replay Value
One Way Heroics.html,Side Scroller
One Way Heroics.html,Retro
One Way Heroics.html,Top-Down
OneShot.html,Pixel Graphics
OneShot.html,Story Rich
OneShot.html,Great Soundtrack
OneShot.html,Atmospheric
OneShot.html,Indie
OneShot.html,Choices Matter
OneShot.html,Cute
OneShot.html,Adventure
OneShot.html,Puzzle
OneShot.html,Singleplayer
OneShot.html,Multiple Endings
OneShot.html,RPGMaker
OneShot.html,2D
OneShot.html,RPG
OneShot.html,Casual
OneShot.html,Surreal
OneShot.html,Replay Value
OneShot.html,Exploration
OneShot.html,Anime
OneShot.html,Psychological Horror
ONRAID.html,Free to Play
ONRAID.html,Action
ONRAID.html,Multiplayer
ONRAID.html,Massively Multiplayer
ONRAID.html,2D
ONRAID.html,Indie
ONRAID.html,Strategy
ONRAID.html,Shooter
ONRAID.html,Co-op
ONRAID.html,Survival
ONRAID.html,Platformer
ONRAID.html,Adventure
ONRAID.html,Gore
ONRAID.html,Online Co-Op
ONRAID.html,Singleplayer
ONRAID.html,Early Access
Opus Magnum.html,Indie
Opus Magnum.html,Puzzle
Opus Magnum.html,Programming
Opus Magnum.html,Simulation
Opus Magnum.html,Early Access
Opus Magnum.html,Singleplayer
Opus Magnum.html,Great Soundtrack
Opus Magnum.html,Logic
Opus Magnum.html,Building
Opus Magnum.html,Sandbox
Opus Magnum.html,Difficult
Opus Magnum.html,Steampunk
Orbt XL.html,Casual
Orbt XL.html,Indie
Orbt XL.html,Action
Orbt XL.html,2D
Orbt XL.html,Arcade
Orbt XL.html,Singleplayer
Orbt XL.html,Space
Orbt XL.html,Score Attack
Orbt XL.html,Great Soundtrack
Orbt XL.html,Family Friendly
Orbt XL.html,Retro
Orbt XL.html,Replay Value
Orbt XL.html,Difficult
Orbt XL.html,Soundtrack
Orbt XL.html,Fast-Paced
Orbt XL.html,Sci-fi
Orbt XL.html,Survival
Orbt XL.html,Controller
Orbt XL.html,Classic
Orbt XL.html,Touch-Friendly
Orcs Must Die! 2.html,Tower Defense
Orcs Must Die! 2.html,Co-op
Orcs Must Die! 2.html,Action
Orcs Must Die! 2.html,Strategy
Orcs Must Die! 2.html,Online Co-Op
Orcs Must Die! 2.html,Indie
Orcs Must Die! 2.html,Third Person
Orcs Must Die! 2.html,Fantasy
Orcs Must Die! 2.html,Multiplayer
Orcs Must Die! 2.html,Funny
Orcs Must Die! 2.html,Comedy
Orcs Must Die! 2.html,Third-Person Shooter
Orcs Must Die! 2.html,Singleplayer
Orcs Must Die! 2.html,Cartoony
Orcs Must Die! 2.html,RPG
Orcs Must Die! 2.html,Shooter
Orcs Must Die! 2.html,Adventure
Orcs Must Die! 2.html,Female Protagonist
Orcs Must Die! 2.html,Great Soundtrack
Orcs Must Die! 2.html,Controller
Orcs Must Die! Unchained.html,Free to Play
Orcs Must Die! Unchained.html,Multiplayer
Orcs Must Die! Unchained.html,Tower Defense
Orcs Must Die! Unchained.html,Co-op
Orcs Must Die! Unchained.html,Action
Orcs Must Die! Unchained.html,Strategy
Orcs Must Die! Unchained.html,MOBA
Orcs Must Die! Unchained.html,PvE
Orcs Must Die! Unchained.html,Survival
Orcs Must Die! Unchained.html,Fantasy
Orcs Must Die! Unchained.html,Singleplayer
Orcs Must Die! Unchained.html,Third Person
Orcs Must Die! Unchained.html,PvP
Orcs Must Die! Unchained.html,RPG
Orcs Must Die! Unchained.html,Adventure
Orcs Must Die! Unchained.html,Funny
Orcs Must Die! Unchained.html,Massively Multiplayer
Orcs Must Die! Unchained.html,Online Co-Op
Orcs Must Die! Unchained.html,FPS
Orcs Must Die! Unchained.html,Open World
Orcs Must Die!.html,Tower Defense
Orcs Must Die!.html,Action
Orcs Must Die!.html,Strategy
Orcs Must Die!.html,Third Person
Orcs Must Die!.html,Indie
Orcs Must Die!.html,Fantasy
Orcs Must Die!.html,Singleplayer
Orcs Must Die!.html,Comedy
Orcs Must Die!.html,Third-Person Shooter
Orcs Must Die!.html,Funny
Orcs Must Die!.html,Cartoony
Orcs Must Die!.html,Magic
Orcs Must Die!.html,Score Attack
Orcs Must Die!.html,Shooter
Orcs Must Die!.html,Great Soundtrack
Orcs Must Die!.html,Multiplayer
Orcs Must Die!.html,RPG
Orcs Must Die!.html,Adventure
Orcs Must Die!.html,Arcade
Orcs Must Die!.html,Co-op
"Organ Trail, Director's Cut.html",Zombies
"Organ Trail, Director's Cut.html",Indie
"Organ Trail, Director's Cut.html",Retro
"Organ Trail, Director's Cut.html",Strategy
"Organ Trail, Director's Cut.html",Post-apocalyptic
"Organ Trail, Director's Cut.html",Singleplayer
"Organ Trail, Director's Cut.html",Pixel Graphics
"Organ Trail, Director's Cut.html",Adventure
"Organ Trail, Director's Cut.html",Perma Death
"Organ Trail, Director's Cut.html",Simulation
"Organ Trail, Director's Cut.html",2D
"Organ Trail, Director's Cut.html",Survival
"Organ Trail, Director's Cut.html",RPG
"Organ Trail, Director's Cut.html",Parody 
"Organ Trail, Director's Cut.html",Action
"Organ Trail, Director's Cut.html",Great Soundtrack
"Organ Trail, Director's Cut.html",Rogue-like
"Organ Trail, Director's Cut.html",Comedy
"Organ Trail, Director's Cut.html",Kickstarter
"Organ Trail, Director's Cut.html",Horror
"Ori and the Blind Forest, Definitive Edition.html",Atmospheric
"Ori and the Blind Forest, Definitive Edition.html",Great Soundtrack
"Ori and the Blind Forest, Definitive Edition.html",Platformer
"Ori and the Blind Forest, Definitive Edition.html",Metroidvania
"Ori and the Blind Forest, Definitive Edition.html",Adventure
"Ori and the Blind Forest, Definitive Edition.html",Story Rich
"Ori and the Blind Forest, Definitive Edition.html",Singleplayer
"Ori and the Blind Forest, Definitive Edition.html",Cute
"Ori and the Blind Forest, Definitive Edition.html",Action
"Ori and the Blind Forest, Definitive Edition.html",Difficult
"Ori and the Blind Forest, Definitive Edition.html",Fantasy
"Ori and the Blind Forest, Definitive Edition.html",2D
"Ori and the Blind Forest, Definitive Edition.html",Indie
"Ori and the Blind Forest, Definitive Edition.html",Puzzle
"Ori and the Blind Forest, Definitive Edition.html",Side Scroller
"Ori and the Blind Forest, Definitive Edition.html",Open World
"Ori and the Blind Forest, Definitive Edition.html",Controller
"Ori and the Blind Forest, Definitive Edition.html",2.5D
"Ori and the Blind Forest, Definitive Edition.html",Family Friendly
"Ori and the Blind Forest, Definitive Edition.html",RPG
Oriental Empires.html,Strategy
Oriental Empires.html,Simulation
Oriental Empires.html,Historical
Oriental Empires.html,Turn-Based Strategy
Oriental Empires.html,Turn-Based
Oriental Empires.html,4X
Oriental Empires.html,Indie
Oriental Empires.html,War
Oriental Empires.html,Grand Strategy
Oriental Empires.html,Multiplayer
Oriental Empires.html,PvP
Oriental Empires.html,Sandbox
Oriental Empires.html,Military
Oriental Empires.html,Survival
Oriental Empires.html,Early Access
Oriental Empires.html,Tactical
Oriental Empires.html,Singleplayer
"ORION, Prelude.html",Dinosaurs
"ORION, Prelude.html",Action
"ORION, Prelude.html",FPS
"ORION, Prelude.html",Multiplayer
"ORION, Prelude.html",Online Co-Op
"ORION, Prelude.html",Co-op
"ORION, Prelude.html",Shooter
"ORION, Prelude.html",Indie
"ORION, Prelude.html",Adventure
"ORION, Prelude.html",Open World
"ORION, Prelude.html",Sci-fi
"ORION, Prelude.html",First-Person
"ORION, Prelude.html",Team-Based
"ORION, Prelude.html",Singleplayer
"ORION, Prelude.html",Third-Person Shooter
"ORION, Prelude.html",Mechs
"ORION, Prelude.html",PvP
"ORION, Prelude.html",Epic
"ORION, Prelude.html",Strategy
"ORION, Prelude.html",Third Person
"Osiris, New Dawn.html",Early Access
"Osiris, New Dawn.html",Survival
"Osiris, New Dawn.html",Space
"Osiris, New Dawn.html",Open World
"Osiris, New Dawn.html",Multiplayer
"Osiris, New Dawn.html",Sci-fi
"Osiris, New Dawn.html",Building
"Osiris, New Dawn.html",Adventure
"Osiris, New Dawn.html",Crafting
"Osiris, New Dawn.html",Sandbox
"Osiris, New Dawn.html",Early Access
"Osiris, New Dawn.html",Base Building
"Osiris, New Dawn.html",Action
"Osiris, New Dawn.html",Co-op
"Osiris, New Dawn.html",Singleplayer
"Osiris, New Dawn.html",Aliens
"Osiris, New Dawn.html",RPG
"Osiris, New Dawn.html",FPS
"Osiris, New Dawn.html",Indie
"Osiris, New Dawn.html",Horror
Out There Somewhere.html,Platformer
Out There Somewhere.html,Indie
Out There Somewhere.html,Pixel Graphics
Out There Somewhere.html,Puzzle
Out There Somewhere.html,Adventure
Out There Somewhere.html,2D
Out There Somewhere.html,Great Soundtrack
Out There Somewhere.html,Action
Out There Somewhere.html,Retro
Out There Somewhere.html,Sci-fi
Out There Somewhere.html,Singleplayer
Out There Somewhere.html,Puzzle-Platformer
Out There Somewhere.html,Anime
Out There Somewhere.html,Short
Out There Somewhere.html,Difficult
Out There Somewhere.html,Metroidvania
Out There Somewhere.html,Shoot 'Em Up
Out There Somewhere.html,Space
Out There Somewhere.html,Arcade
Out There Somewhere.html,Shooter
Overcooked.html,Local Co-Op
Overcooked.html,Local Multiplayer
Overcooked.html,Co-op
Overcooked.html,Casual
Overcooked.html,Multiplayer
Overcooked.html,Family Friendly
Overcooked.html,4 Player Local
Overcooked.html,Funny
Overcooked.html,Co-op Campaign
Overcooked.html,Indie
Overcooked.html,Simulation
Overcooked.html,Action
Overcooked.html,Singleplayer
Overcooked.html,Colorful
Overcooked.html,Cute
Overcooked.html,Difficult
Overcooked.html,Great Soundtrack
Overcooked.html,Adventure
Overcooked.html,Memes
Overgrowth.html,Action
Overgrowth.html,Parkour
Overgrowth.html,Indie
Overgrowth.html,Martial Arts
Overgrowth.html,Sandbox
Overgrowth.html,Fighting
Overgrowth.html,Fast-Paced
Overgrowth.html,Moddable
Overgrowth.html,Open World
Overgrowth.html,Ninja
Overgrowth.html,Physics
Overgrowth.html,Gore
Overgrowth.html,Third Person
Overgrowth.html,Multiplayer
Overgrowth.html,Singleplayer
Overgrowth.html,Difficult
Overgrowth.html,Funny
Overgrowth.html,Adventure
Overgrowth.html,Local Co-Op
Overgrowth.html,Early Access
Overlord II.html,RPG
Overlord II.html,Fantasy
Overlord II.html,Villain Protagonist
Overlord II.html,Singleplayer
Overlord II.html,Funny
Overlord II.html,Comedy
Overlord II.html,Action
Overlord II.html,Third Person
Overlord II.html,Magic
Overlord II.html,Action RPG
Overlord II.html,Adventure
Overlord II.html,Strategy
Overlord II.html,Dark Humor
Overlord II.html,Action-Adventure
Overlord II.html,Open World
Overlord II.html,Dark Fantasy
Overlord II.html,Puzzle
Overlord II.html,Atmospheric
Overlord II.html,Multiplayer
Overlord II.html,RTS
Overlord™.html,RPG
Overlord™.html,Villain Protagonist
Overlord™.html,Third Person
Overlord™.html,Action
Overlord™.html,Fantasy
Overlord™.html,Comedy
Overlord™.html,Adventure
Overlord™.html,Funny
Overlord™.html,Singleplayer
Overlord™.html,Dark Humor
Overlord™.html,Action-Adventure
Overlord™.html,Strategy
Overlord™.html,Action RPG
Overlord™.html,Atmospheric
Overlord™.html,RTS
Overlord™.html,Puzzle
Overlord™.html,Open World
Overlord™.html,Hack and Slash
Overlord™.html,Multiplayer
Overlord™.html,Story Rich
Owlboy.html,Pixel Graphics
Owlboy.html,Great Soundtrack
Owlboy.html,Adventure
Owlboy.html,Indie
Owlboy.html,2D
Owlboy.html,Platformer
Owlboy.html,Metroidvania
Owlboy.html,Story Rich
Owlboy.html,Fantasy
Owlboy.html,Atmospheric
Owlboy.html,Action
Owlboy.html,Singleplayer
Owlboy.html,Puzzle-Platformer
Owlboy.html,Action-Adventure
Owlboy.html,Retro
Owlboy.html,Flight
Owlboy.html,Funny
Owlboy.html,Open World
Owlboy.html,Cute
Owlboy.html,RPG
Oxenfree.html,Story Rich
Oxenfree.html,Choices Matter
Oxenfree.html,Supernatural
Oxenfree.html,Atmospheric
Oxenfree.html,Female Protagonist
Oxenfree.html,Indie
Oxenfree.html,Adventure
Oxenfree.html,Mystery
Oxenfree.html,Horror
Oxenfree.html,Great Soundtrack
Oxenfree.html,Singleplayer
Oxenfree.html,Multiple Endings
Oxenfree.html,Thriller
Oxenfree.html,Psychological Horror
Oxenfree.html,Walking Simulator
Oxenfree.html,Side Scroller
Oxenfree.html,2D
Oxenfree.html,2.5D
Oxenfree.html,Short
Oxenfree.html,Lovecraftian
Oxygen Not Included.html,Early Access
Oxygen Not Included.html,Survival
Oxygen Not Included.html,Base Building
Oxygen Not Included.html,Resource Management
Oxygen Not Included.html,Building
Oxygen Not Included.html,Singleplayer
Oxygen Not Included.html,2D
Oxygen Not Included.html,Simulation
Oxygen Not Included.html,Management
Oxygen Not Included.html,Strategy
Oxygen Not Included.html,Sandbox
Oxygen Not Included.html,Space
Oxygen Not Included.html,Indie
Oxygen Not Included.html,Sci-fi
Oxygen Not Included.html,Adventure
Oxygen Not Included.html,Early Access
Oxygen Not Included.html,Open World
Oxygen Not Included.html,Exploration
Oxygen Not Included.html,Space Sim
Oxygen Not Included.html,Difficult
PAC-MAN™ Championship Edition DX+.html,Arcade
PAC-MAN™ Championship Edition DX+.html,Retro
PAC-MAN™ Championship Edition DX+.html,Classic
PAC-MAN™ Championship Edition DX+.html,Score Attack
PAC-MAN™ Championship Edition DX+.html,Action
PAC-MAN™ Championship Edition DX+.html,Remake
PAC-MAN™ Championship Edition DX+.html,2D
PAC-MAN™ Championship Edition DX+.html,Great Soundtrack
PAC-MAN™ Championship Edition DX+.html,Casual
PAC-MAN™ Championship Edition DX+.html,Fast-Paced
PAC-MAN™ Championship Edition DX+.html,Old School
PAC-MAN™ Championship Edition DX+.html,Addictive
PAC-MAN™ Championship Edition DX+.html,Singleplayer
PAC-MAN™ Championship Edition DX+.html,Puzzle
PAC-MAN™ Championship Edition DX+.html,Strategy
PAC-MAN™ Championship Edition DX+.html,Multiplayer
PAC-MAN™ Championship Edition DX+.html,Controller
PAC-MAN™ Championship Edition DX+.html,Touch-Friendly
PAC-MAN™ Championship Edition DX+.html,Colorful
PAC-MAN™ Championship Edition DX+.html,Funny
Painkiller Hell &amp; Damnation.html,Action
Painkiller Hell &amp; Damnation.html,FPS
Painkiller Hell &amp; Damnation.html,Gore
Painkiller Hell &amp; Damnation.html,Co-op
Painkiller Hell &amp; Damnation.html,Horror
Painkiller Hell &amp; Damnation.html,Shooter
Painkiller Hell &amp; Damnation.html,Multiplayer
Painkiller Hell &amp; Damnation.html,Singleplayer
Painkiller Hell &amp; Damnation.html,Fast-Paced
Painkiller Hell &amp; Damnation.html,First-Person
Painkiller Hell &amp; Damnation.html,Remake
Painkiller Hell &amp; Damnation.html,Classic
Painkiller Hell &amp; Damnation.html,Great Soundtrack
Painkiller Hell &amp; Damnation.html,Local Co-Op
Painkiller Hell &amp; Damnation.html,Atmospheric
Painkiller Hell &amp; Damnation.html,Zombies
Painkiller Hell &amp; Damnation.html,Demons
Painkiller Hell &amp; Damnation.html,Split Screen
Painkiller Hell &amp; Damnation.html,Online Co-Op
Painkiller Hell &amp; Damnation.html,Adventure
Paint the Town Red.html,Early Access
Paint the Town Red.html,Action
Paint the Town Red.html,Gore
Paint the Town Red.html,Fighting
Paint the Town Red.html,Blood
Paint the Town Red.html,First-Person
Paint the Town Red.html,Violent
Paint the Town Red.html,Multiplayer
Paint the Town Red.html,Early Access
Paint the Town Red.html,Beat 'em up
Paint the Town Red.html,Funny
Paint the Town Red.html,Indie
Paint the Town Red.html,Sandbox
Paint the Town Red.html,Singleplayer
Paint the Town Red.html,Pixel Graphics
Paint the Town Red.html,Survival
Paint the Town Red.html,Physics
Paint the Town Red.html,Voxel
Paint the Town Red.html,Difficult
Paint the Town Red.html,FPS
Panzar.html,Free to Play
Panzar.html,Action
Panzar.html,Multiplayer
Panzar.html,Massively Multiplayer
Panzar.html,PvP
Panzar.html,RPG
Panzar.html,Fantasy
Panzar.html,MOBA
Panzar.html,Third Person
Panzar.html,Co-op
Panzar.html,Gore
Panzar.html,MMORPG
Panzar.html,PvE
Panzar.html,Open World
Panzar.html,Survival
Panzar.html,Crafting
Panzar.html,Adventure
Panzar.html,Nudity
Panzar.html,Action RPG
Panzar.html,Horror
"Papers, Please.html",Indie
"Papers, Please.html",Political
"Papers, Please.html",Simulation
"Papers, Please.html",Point &amp; Click
"Papers, Please.html",Singleplayer
"Papers, Please.html",Dystopian 
"Papers, Please.html",Pixel Graphics
"Papers, Please.html",Puzzle
"Papers, Please.html",Retro
"Papers, Please.html",Multiple Endings
"Papers, Please.html",Atmospheric
"Papers, Please.html",Story Rich
"Papers, Please.html",Strategy
"Papers, Please.html",Adventure
"Papers, Please.html",Casual
"Papers, Please.html",2D
"Papers, Please.html",Great Soundtrack
"Papers, Please.html",Addictive
"Papers, Please.html",Replay Value
"Papers, Please.html",Difficult
"Passpartout, The Starving Artist.html",Casual
"Passpartout, The Starving Artist.html",Simulation
"Passpartout, The Starving Artist.html",Indie
"Passpartout, The Starving Artist.html",Singleplayer
"Passpartout, The Starving Artist.html",Relaxing
"Passpartout, The Starving Artist.html",Hand-drawn
"Passpartout, The Starving Artist.html",Funny
"Passpartout, The Starving Artist.html",Cartoon
"Passpartout, The Starving Artist.html",Action
"Passpartout, The Starving Artist.html",Colorful
